Index,No,Description,Description_Images,Factory Suggestion,Factory_Suggestion_Images,STG Proposal,STG_Proposal_Images,Customer Decision,Customer_Decision_Images,EQ Status,Customer Name,Customer P/N,Factory P/N,Date,Base Material,Solder Mask,Via Plugging Type,Engineer Name,Panel Size,STG P/N,FileName,Previous Case,Closed Date
66,15,"As below picture shown,There is a V-CUT requirement in the single drawing, but there is no V-CUT in the panel drawing",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_31.png,"we suggest ignore V-CUT requirement and will follow panel drawing
Please confirm",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_31.png,STG DE MaG: confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_31.png,Melecs: confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_31.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
67,16,"As below picture shown,The requirements of the 9) point are different from the actual Gerber design",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_32.png,"please choose A or B:
A:we will ignore the 9) point

B:Please provide the location requested in the 9) point again",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_32.png,,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_32.png,Melecs: we will move the Melecs DMC code from this area to TOP copper free area. Option A confirmed.,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_32.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
68,17,"Some isolate pads have been designed in inner layer, which will be peeled off easily in production process, and will cause circuitry to short.

Please noted that we didn't show you all the places, we just catch part of the image to show this question",,"We suggest delete all isolated non-function pad in inner layers
Please confirm.",,,,"Only delete  isolated non-function pad in inner layers for hole size 0,3mm or smaller.

For which hole size/ outer ring dimensions are isolated non-function pad in inner layers acceptable for you?",,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
69,18,"As below picture shown,The spacing between the pads and the network is too small, we can not make the spacing between the pads and the solder mask dam

Please noted that we didn't show you all the places, we just catch part of the image to show this question",,"We suggest that the small pads with the network will be connected, and do not do solder mask dam
Please confirm.",,,,Please send updated gerber so we can check this,,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
70,19,"As below picture shown,The spacing between SMD pads are too small , In addition, the solder mask ink is matte green,we can’t build the solder mask dam between them due to the small spacing, we need make copper compensation 0.08mm overall,and we need make minimum 0.1mm soldermask dam for green matte SM to ensure the dam will not peel off, and plus minimum 0.025mm soldermask opening single side, so we need at last 0.23mm gap between the pads in orignial gerber


Please noted that we didn't show you all the places, we just catch part of the image to show this question",,"please choose A or B:
A:To make the soldermask dam, we suggest shave the SMD pads to make at least 0.23mm gap between them

B:The gap between the smd pads was < 0.23mm,we will not do soldermask dam.",,,,Please use option B,,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
71,3,We did not receive the mechanical PCB drawing in the data package.,,"Please help to providde it to us, or confirm we can use the previous drawing to build.",,use the previous one. attatched in mail you can find the drawing as well for double check.,,,,Closed,"Eberspaecher, DE, Landau
(Eberspächer Controls Landau GmbH& Co.KG)",95211 PAG BMS12V_V04.01.02,JB6C051TB0,=NOW(),SY S1000-2M,Yeyo YSR-900 G01/Glossy green,Suggestion/Proposal,Le Yang,264*158,06R005908.D00,2- aw EQ De to JST_20231205101110_aw EQ for 95211 PAG BMS12V_V04.01.02 (JB6C051TB0).xlsx,True,2025-01-01
72,4,"As below picture shown, we found the revision of customer part number is different between spec file/gerber and ECN document (the 3rd picture).",,"Kindly help to double check and confirm which is correct, and we can ignore the difference and just follow gerber to build.",,follow Gerber build.,,,,Closed,"Eberspaecher, DE, Landau
(Eberspächer Controls Landau GmbH& Co.KG)",95211 PAG BMS12V_V04.01.02,JB6C051TB0,=NOW(),SY S1000-2M,Yeyo YSR-900 G01/Glossy green,Suggestion/Proposal,Le Yang,264*158,06R005908.D00,2- aw EQ De to JST_20231205101110_aw EQ for 95211 PAG BMS12V_V04.01.02 (JB6C051TB0).xlsx,True,2025-01-01
73,5,"Due to the outer base copper changed from 1oz(35um) to 0.5oz(17.5um), we need to adjust the stack-up to meet the final board thickness.",,Please check our proposed stack-up and help to confirm.,,confirm,,,,Closed,"Eberspaecher, DE, Landau
(Eberspächer Controls Landau GmbH& Co.KG)",95211 PAG BMS12V_V04.01.02,JB6C051TB0,=NOW(),SY S1000-2M,Yeyo YSR-900 G01/Glossy green,Suggestion/Proposal,Le Yang,264*158,06R005908.D00,2- aw EQ De to JST_20231205101110_aw EQ for 95211 PAG BMS12V_V04.01.02 (JB6C051TB0).xlsx,True,2025-01-01
74,6,There are some questions same as previous version.,,"In order to save EQ time, we propose to follow previous version's EQ to deal with this new revision. Please confirm.",,confirm,,,,Closed,"Eberspaecher, DE, Landau
(Eberspächer Controls Landau GmbH& Co.KG)",95211 PAG BMS12V_V04.01.02,JB6C051TB0,=NOW(),SY S1000-2M,Yeyo YSR-900 G01/Glossy green,Suggestion/Proposal,Le Yang,264*158,06R005908.D00,2- aw EQ De to JST_20231205101110_aw EQ for 95211 PAG BMS12V_V04.01.02 (JB6C051TB0).xlsx,True,2025-01-01
75,4,About marking ,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_14.png;2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_15.png,"We suggest adding our UL(ST-G 7JM 兄 94V-0 E330796) and date code(YYWW) according to the previous version location.
Please confirm.",2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_14.png;2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_15.png,"STG MN: confirmed
BH SENS: we confirm",2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_14.png;2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_15.png,,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_14.png;2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_15.png,Closed,"Huf, DE, Bretten",2531.394.303.04.02,JA4C216TD0,2022-10-26 00:00:00,"FR4  DK-C150  TG: 150, CTI>=175 ",YSR-900 GM with matt green,"We suggest using FR4 DK-C150 TG: 150, CTI>=175 by STG PO.",Kyle.wang,,04R008984.D00,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM.xlsx,True,2025-01-01
76,5,The dimensions don't indicate the tolerances.,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_16.png,"We suggest following +/-0.1mm.
Please confirm.",2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_16.png,"STG MN: confirmed, same as before
BH SENS: we confirm",2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_16.png,,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM_image_16.png,Closed,"Huf, DE, Bretten",2531.394.303.04.02,JA4C216TD0,2022-10-26 00:00:00,"FR4  DK-C150  TG: 150, CTI>=175 ",YSR-900 GM with matt green,"We suggest using FR4 DK-C150 TG: 150, CTI>=175 by STG PO.",Kyle.wang,,04R008984.D00,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM.xlsx,True,2025-01-01
77,6,The area sizes of the free copper in the drawing is not the same as the gerber file.,,"We suggest following the requirements of the drawing and all layers free of copper in this areas according to previous versions.
Please confirm.",,BH SENS: we confirm,,,,Closed,"Huf, DE, Bretten",2531.394.303.04.02,JA4C216TD0,2022-10-26 00:00:00,"FR4  DK-C150  TG: 150, CTI>=175 ",YSR-900 GM with matt green,"We suggest using FR4 DK-C150 TG: 150, CTI>=175 by STG PO.",Kyle.wang,,04R008984.D00,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM.xlsx,True,2025-01-01
78,7,We will replace XX to 02 according to STG PO.,,Please confirm.,,"STG MN: confirmed
BH SENS: confirmed",,,,Closed,"Huf, DE, Bretten",2531.394.303.04.02,JA4C216TD0,2022-10-26 00:00:00,"FR4  DK-C150  TG: 150, CTI>=175 ",YSR-900 GM with matt green,"We suggest using FR4 DK-C150 TG: 150, CTI>=175 by STG PO.",Kyle.wang,,04R008984.D00,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM.xlsx,True,2025-01-01
79,8,"The number is positive in the bottom layer, it is abnormal.",,"We suggest mirroring it (as shown below).
Please confirm.",,BH SENS: follow gerber data,,,,Closed,"Huf, DE, Bretten",2531.394.303.04.02,JA4C216TD0,2022-10-26 00:00:00,"FR4  DK-C150  TG: 150, CTI>=175 ",YSR-900 GM with matt green,"We suggest using FR4 DK-C150 TG: 150, CTI>=175 by STG PO.",Kyle.wang,,04R008984.D00,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM.xlsx,True,2025-01-01
80,9,The PPAP requirements follow to previous versions.,,Please confirm.,,"STG MN: see attached documents which we received now. There are different documents to fill in.
",,,,Closed,"Huf, DE, Bretten",2531.394.303.04.02,JA4C216TD0,2022-10-26 00:00:00,"FR4  DK-C150  TG: 150, CTI>=175 ",YSR-900 GM with matt green,"We suggest using FR4 DK-C150 TG: 150, CTI>=175 by STG PO.",Kyle.wang,,04R008984.D00,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM.xlsx,True,2025-01-01
81,10,"Unless above questions, all other questions follow to previous versions.",,Please confirm.,,"STG MN: confirmed
BH SENS: confirmed",,,,Closed,"Huf, DE, Bretten",2531.394.303.04.02,JA4C216TD0,2022-10-26 00:00:00,"FR4  DK-C150  TG: 150, CTI>=175 ",YSR-900 GM with matt green,"We suggest using FR4 DK-C150 TG: 150, CTI>=175 by STG PO.",Kyle.wang,,04R008984.D00,2- EQs DE to JST_20221102095903_EQ_2531.394.303.04.02_(JA4C216TD0)_STARTEAM.xlsx,True,2025-01-01
82,3,"To prevent the soldermask ink from peeling in the bendable area, we propose to change the solid copper in bendable area of bottom side to mesh copper like below picture shown.",,"Refer to below picture and WG, please help to check and confirm.",,STG DE MaG: confirmed,,,,Closed,"Metz Connect Tech, DE, Blumberg",833451A,J0400100A01.0,2024-07-25 00:00:00,S1141,"PROBIMER 77/7179/Matte Green
Taiyo PSR-9000 FLX501/Green",Factory Suggestion/Proposal,Le Yang,250.40mm*145.00mm,04R016271.B01,2- EQs _ WG approval DE to JST_20240731110517_aw EQ for 833451A(J0400100A01.0).xlsx,True,2025-01-01
83,4,"In order to save the EQ time, we suggest following previous EQ confirmation to deal with the same questions.",,Please refer to attached EQ and help to confirm.,,STG DE MaG: confirmed,,,,Closed,"Metz Connect Tech, DE, Blumberg",833451A,J0400100A01.0,2024-07-25 00:00:00,S1141,"PROBIMER 77/7179/Matte Green
Taiyo PSR-9000 FLX501/Green",Factory Suggestion/Proposal,Le Yang,250.40mm*145.00mm,04R016271.B01,2- EQs _ WG approval DE to JST_20240731110517_aw EQ for 833451A(J0400100A01.0).xlsx,True,2025-01-01
